localId,localName,landmarkRank,lat,lng
2286524,庆元县百山祖国家级自然公园,1,27.751407,119.21084
2297955,百盛商场,1,35.993338,119.405165
2299910,瘦西湖风景区,1,32.422837,119.423876
2301041,中国扬州佛教文化博物馆,1,32.401668,119.438231
2301745,镇江火车站,1,32.202831,119.442921
2303881,西郊森林公园,1,32.799048,119.454396
2306611,江苏科技大学,1,32.191848,119.473776
2308770,长乐历史名人公园,1,25.951486,119.490795
2310197,长乐城市森林公园,1,25.938768,119.509436
2317314,王府饭店,1,31.744373,119.576129
2323249,中华广场,1,29.102808,119.653194
2325319,金华建筑艺术公园,1,29.105775,119.696696
2336674,西山森林公园,1,29.457542,119.879145
2337222,锦江饭店,1,31.605988,119.890196
2340903,野生动物园,1,31.696476,119.921877
2343287,太阳神中国古代性文化博物馆,1,31.702193,119.936596
2344357,宝马富阳专卖,1,30.054144,119.941735
2346563,江苏省古银杏森林公园,1,32.310403,119.949803
2347210,丽水火车站,1,28.441557,119.952883
2348967,宝马汽车常州宝尊,1,31.696458,119.960209
2350376,龙门森林公园,1,29.888128,119.970453
2352150,野生动物园,1,30.1466,119.985681
2353441,香树湾高尔夫俱乐部,1,31.825293,120.000964
2353601,高尔夫球场,1,31.827556,120.002529
2356494,火车站,1,30.863074,120.022556
2357705,江苏省盐城市华都森林公园,1,33.367793,120.031149
2360427,鲤鱼岗森林公园,1,26.949693,120.056995
2364848,灵隐飞来峰风景区,1,30.23879798,120.0990089
2366163,碧波花园高尔夫俱乐部,1,31.486879,120.12371
2368272,中国杭州黄龙饭店,1,30.266511,120.14314
2373556,福鼎火车站,1,27.273551,120.189915
2383220,高尔夫球场,1,31.55799,120.269266
2387302,黄山风景区,1,31.933344,120.290412
2387547,萧山火车站,1,30.171988,120.291776
2391738,百盛国际购物中心,1,32.84709,120.316172
2392400,大港火车站,1,36.081958,120.320579
2398761,青岛北岭山森林公园,1,36.117748,120.371725
2401479,苏州太湖国际高尔夫俱乐部,1,31.221757,120.401935
2402220,蓬莱阁景区,1,37.359208,120.408054
2408576,佛光高尔夫俱乐部,1,37.57352,120.471096
2409253,南山国际高尔夫俱乐部,1,37.578188,120.483434
