id,localName,checkNum,lat,lng
5123111,浙江百特科教器材有限公司,1,30.33008709,120.1716422
5123112,杭州灵动经济信息咨询有限公司,1,30.33030703,120.1718209
5127650,中国石化加油站,1,30.33353508,120.2068311
5128081,杭州铭业贸易有限公司神龙桥仓库,1,30.33355013,120.1697391
5128130,吴记小吃,1,30.24228306,120.1913758
5128131,双喜小吃,1,30.24212897,120.1913909
5128676,钱江苑地下停车库,1,30.23682308,120.198764
5130742,环球通讯,1,30.33564808,120.170009
5131855,浙江轻机实业有限公司,1,30.33109589,120.171148
5132508,台州小吃,1,30.33376687,120.1693311
5133068,阿林轮胎,1,30.33541688,120.1760142
5133511,杭州伽盛物流有限公司,1,30.33513908,120.2233669
6001604,华侨大厦停车场,1,23.11530106,113.267832
6023749,中国联通(罗冲围营业厅),1,23.14358787,113.228206
6023988,中国电信(增槎路营业厅),1,23.14224585,113.2284749
6037296,协和中学室内停车场,1,23.14270306,113.240582
6040348,客家王专用停车场,1,23.14245396,113.2430041
6043722,站西路门诊,1,23.15109092,113.2460129
6046382,停车场,1,23.14668588,113.2481529
6046711,大旅店,1,23.14506212,113.248462
6050270,羊城铁路旅行社,1,23.15472113,113.2506769
6056561,家乐商店,1,23.1128021,113.2535311
6056563,新兴隆商店,1,23.11285113,113.2536012
6058807,广明旅店,1,23.15780101,113.254606
6071212,广信桥东大厦,1,23.11253012,113.2131571
6077722,中国工商银行(龙津东路支行),1,23.12511392,113.2520508
6084980,中国南方电网广州中区营业厅,1,23.15918787,113.266352
6085300,中国银行ATM(广园中路支行),1,23.1589801,113.2671161
6086449,南方航空售票处,1,23.15886605,113.2682289
6107161,城市职业学院,1,23.160141,113.27843
6135484,愉景美容美发,1,23.15541196,113.2955559
6141959,芙蓉美容美发,1,23.15837499,113.2997519
6142655,正宗桂林米粉,1,23.15263506,113.2999239
6149985,停车场,1,23.1463221,113.305974
6223393,官洲南苑(北门),1,23.0774169,113.380298
7003395,宠物加油站,1,22.53984396,114.12025
7006122,美联国际英语,1,22.53878212,114.1185401
7009287,华星企时装,1,22.55733307,114.1024469
7009319,万家旺连锁超市(福宁分店),1,22.53095814,114.0813848
7009327,恒兴通讯(福宁街),1,22.53064504,114.0817
7009332,深华时装,1,22.53054099,114.0818291
7011594,景河田地产,1,22.52453294,114.0248989
7020661,港城超市,1,22.51683607,114.0726489
7021266,招商银行24小时自助银行,1,22.56858814,114.089762
7021267,ATM,1,22.56873613,114.08958
7021286,金湖干洗中心,1,22.57016988,114.0899599
7021645,深圳书城培训中心外语中心,1,22.54303812,114.100683
7026756,高通影像技术有限公司,1,22.63527985,114.0264659
7032289,温室摄影工作室,1,22.56218514,114.1019829
7033898,东莞外贸大厦,1,22.5408609,114.1237151
7036274,汽车驾驶员培训中心,1,22.57019094,114.0896219
7036275,飞燕照相馆,1,22.57022592,114.089639
7037697,万源医药有限公司,1,22.5553211,114.104198
7043696,Bakerz180,1,22.53840401,114.1209729
7043702,食通天时尚海鲜楼,1,22.53821511,114.1210621
7044179,Tea元素,1,22.53846687,114.1080051
7044303,神州数码戴尔维修站,1,22.535106,114.0862722
7046187,极度网络技术有限公司,1,22.55378285,114.034585
7051422,贵州茅台集团保健酒业有限公司深圳总经销,1,22.53998703,114.124673
7052179,鲜百惠商店,1,22.51697606,114.0711539
7052942,极品宝石有限公司,1,22.53906608,114.1071699
7053070,长安大酒店,1,22.54473102,114.1318831
7053084,国瑞航空,1,22.54483909,114.131856
7061354,MNSERNO,1,22.53859012,114.1042021
7061364,海去招待所,1,22.53871089,114.104372
7061371,SAURIN,1,22.53862697,114.1044659
7066983,深之明航空铁路售票中心,1,22.52053002,114.0648651
7069078,蛇口医院站,1,22.49009406,113.9214031
7072005,水都酒店,1,22.51789499,114.064157
7072008,原来饰你快乐女孩饰品专卖店,1,22.51849088,114.0641651
7072747,名酒坊,1,22.51864295,114.0637121
7074943,欧点(友谊路),1,22.53858393,114.1207939
7076569,张秀芬中医内科诊所,1,22.558566,113.906598
7084349,常小姐的店,1,22.49899801,113.9243961
7085066,宜佳超市,1,22.54208097,114.1243421
7089264,国涛数码冲印中心,1,22.57000889,114.089527
7089631,深圳航空蛇口售票处,1,22.48977685,113.9248018
7091459,百里臣24小时便利店,1,22.53863905,114.1027801
7093280,创艺音像,1,22.51851813,114.0642519
7097386,侨城汽车服务中心,1,22.53379297,113.9940602
7100261,深圳美意心酒业,1,22.55816999,114.0951949
7101015,深圳seo,1,22.56815811,113.8648012
7101302,康佳集团,1,22.53476412,113.9917531
7107743,DiDi,1,22.53860591,114.120869
7112436,明媚美容美发,1,22.56664291,114.0983981
